Judge Name,Categories,Company 1,Company 2,Company 3,Company 4,Company 5,Company 6,Company 7,Company 8,Company 9,Company 10,Company 11,Company 12
Larry Arseniadis,"Commerce/Retail, Manufacturing/Supply Chain, B2C Physical Products",Children's Home Infusion Pharmacy,Desi,heARsight,LOOMING,Making the Shift,Manning Beverages LLC,Project Shadow Band,Tangler Wrangler,SeekSmart,The Vitalist
Ryan Olander,"Commerce/Retail, Manufacturing/Supply Chain, B2C Physical Products",Friends of Notre Dame,Jetta’s sweet & salty kettle corn ,Legacy LLC,PaceDrone,Netic Nails,ShoreUp,Tangler Wrangler,The Vitalist,VibeGrips,Small Animal Coffee House
Aaron Cleavinger,"Commerce/Retail, Manufacturing/Supply Chain, B2C Physical Products",G. Grips,GreenBaby,General Debauchery ,Making the Shift,PaceDrone,Power Tie Giveaway In A Box,Samaritan,The Vitalist,VibeGrips,XSEED Properties
Mark Jevahirian,"Commerce/Retail, Manufacturing/Supply Chain, B2C Physical Products, B2C Digital/Apps, B2B Digital/SaaS, Energy/Defense/Environmental, Advanced Materials",Astromata,Cobolic,Gehr Co.,JubileeDAO & Currency for the Common Good,Maet,Children's Home Infusion Pharmacy,Minerva,Church Property Management,Mr. Barber on the Move,Electus Global Education Company
Mike Belatti,"Commerce/Retail, Manufacturing/Supply Chain, Energy/Defense/Environmental",A Gluten Free Cottage Bakery ,Ezza Market ,Friends of Notre Dame,Making the Shift,Manning Beverages LLC,Project Shadow Band,Smart Foods,"The Wholesome Package, LLC",Phone Panel Plus,Venus Kenya Sacco Ltd 
Tom Marek,"Commerce/Retail, Manufacturing/Supply Chain, Medical Device/Diagnostics, Energy/Defense/Environmental",Chopan - Sourdough Bakery,Enabler ,G. Grips,Jetta’s sweet & salty kettle corn ,HexBR,Manning Beverages LLC,Project Shadow Band,Resenha/Sambinha Beverage Company,Environmentalists for Education (E4E),Luonnon
Jeffrey Heinichen,"Commerce/Retail, Manufacturing/Supply Chain, Medical Device/Diagnostics, Energy/Defense/Environmental, Advanced Materials",Ezza Market ,GreenBaby,Duniven Dental - Making Improved Dental Instruments,HexBR,Manning Beverages LLC,iMD Device (Incision Manipulation Deterrent Device),Resenha/Sambinha Beverage Company,Environmentalists for Education (E4E),Samaritan,JAM Solar
Jim Farrington,"Drug Development, Medical Device/Diagnostics",histoimage,SpoRx Therapeutics Inc.,Luonnon,NeuroBell,Van Heron Labs,sensitv,thecarelink
Jim Winkler,"Drug Development, Medical Device/Diagnostics",iMD Device (Incision Manipulation Deterrent Device),SpoRx Therapeutics Inc.,NeuroBell,Van Heron Labs,sensitv,thecarelink
Paul Coletti,"Drug Development, Medical Device/Diagnostics, Energy/Defense/Environmental, Advanced Materials",HexBR,histoimage,SpoRx Therapeutics Inc.,JAM Solar,Luonnon,Mens et Manus,Phone Panel Plus,NeuroBell,Shining Innovation LLC,Bridging the Gap for Women - Level Up with the Entrepreneur Residency 
Tom Winter,Energy/Defense/Environmental,Environmentalists for Education (E4E),Mens et Manus,Phone Panel Plus,Shining Innovation LLC,United Workers Government and Organizations News (UWGBO News)
Benjamin Saydah,"Energy/Defense/Environmental, Agriculture, Advanced Materials",Bedrock Oyster,Chameleon Foods,Cleva,SetaTech,SoftSea,Environmentalists for Education (E4E),Trellis,Mens et Manus,Phone Panel Plus,Shining Innovation LLC
Philip McBride,"Energy/Defense/Environmental, Agriculture, B2C Physical Products, B2C Digital/Apps, B2B Digital/SaaS",AUXIN Games,Byond,coffee + good,Bedrock Oyster,JubileeDAO & Currency for the Common Good,Lawroo,Chameleon Foods,Cleva,MyStory,SetaTech
Mark Roche,"Energy/Defense/Environmental, B2B Digital/SaaS, Advanced Materials, Manufacturing/Supply Chain",Flexwork,Nautilus,qibri,Routora,SpotSight,StudyPort,TD3 Innovative Gaming,Environmentalists for Education (E4E),TipOff,Phone Panel Plus
Tony Nguyen,"Energy/Defense/Environmental, B2B Digital/SaaS, B2C Digital/Apps, B2C Physical Products",Ave,clearspace,CutCapture,Maet,Minerva,CampuSKey,Church Property Management,Electus Global Education Company,Flexwork,Nora+
Peter Rienks,"Energy/Defense/Environmental, Commerce/Retail, Manufacturing/Supply Chain, B2B Digital/SaaS",A Gluten Free Cottage Bakery ,Flexwork,Frontier,Junior Changemakers,Routora,SpotSight,Project Shadow Band,TD3 Innovative Gaming,JAM Solar,Mens et Manus
Matt VanderGoot,"Energy/Defense/Environmental, Medical Device/Diagnostics, B2C Physical Products, B2C Digital/Apps, B2B Digital/SaaS, Manufacturing/Supply Chain, Advanced Materials, Commerce/Retail",Children's Home Infusion Pharmacy,Maia,Chopan - Sourdough Bakery,Minerva,MiniFort,Enabler ,QuoteNote,Junior Changemakers,The People's Data Project,General Debauchery 
Sean Murdock,"Energy/Defense/Environmental, Medical Device/Diagnostics, Drug Development, B2B Digital/SaaS, Agriculture, Commerce/Retail, Advanced Materials, Manufacturing/Supply Chain, B2C Digital/Apps, B2C Physical Products",ArtVision,AUXIN Games,BeautyAround,EYIT Startup Financing Initiative (ESFI),GotInfo,Kopa,Back in the Bend,Lawroo,Chameleon Foods,CampuSKey
Emily Stoler,"Energy/Defense/Environmental, Medical Device/Diagnostics, Drug Development, B2C Physical Products",BioMarq,Babble Therapy Life Coach,HexBR,PaceDrone,ShoreUp,SpoRx Therapeutics Inc.,JAM Solar,The Vitalist,VibeGrips,XSEED Properties
Tom Wilkas,"Manufacturing/Supply Chain, B2B Digital/SaaS, B2C Digital/Apps, B2C Physical Products",Artistically Stupid,Cobolic,Comma,GiftShop,JubileeDAO & Currency for the Common Good,Lagom,Monti,Steed,Mortgage Backed Blockchain Staking,MoVE Office Automation
Jim Hunt,"Manufacturing/Supply Chain, B2B Digital/SaaS, B2C Digital/Apps, B2C Physical Products, Energy/Defense/Environmental",Artistically Stupid,C I V I T A S   ,coffee + good,JubileeDAO & Currency for the Common Good,Minerva,CampuSKey,Nora+,Rydr,Stroll Care,Five Star Life Arts
William Harlan,"Manufacturing/Supply Chain, B2B Digital/SaaS, B2C Physical Products, Energy/Defense/Environmental",Flexwork,GuidED,Mimik Studio,Babble Therapy Life Coach,heARsight,PaceDrone,Power Tie Giveaway In A Box,StudyPort,ShoreUp,TD3 Innovative Gaming
Bob Jank,"Manufacturing/Supply Chain, B2B Digital/SaaS, B2C Physical Products, Medical Device/Diagnostics, Energy/Defense/Environmental",CampuSKey,Lagom,Duniven Dental - Making Improved Dental Instruments,MYND,General Debauchery ,qibri,Routora,HexBR,SpotSight,histoimage
Theron Sarda,"Manufacturing/Supply Chain, B2B Digital/SaaS, Commerce/Retail",Call Me King Shoes,Church Property Management,Desi,"KINGA SAFETY, INC",Launched,Monti,MPA for Retail Systems,SpotSight,Manning Beverages LLC,StudyPort
Misha Shemyakin,"Manufacturing/Supply Chain, B2B Digital/SaaS, Energy/Defense/Environmental",qibri,Routora,SpotSight,JAM Solar,Mens et Manus,TipOff,Phone Panel Plus,Shining Innovation LLC,Top Prospect,United Workers Government and Organizations News (UWGBO News)
Kerry McNeilly,"Manufacturing/Supply Chain, B2C Physical Products, Energy/Defense/Environmental, Commerce/Retail",Call Me King Shoes,CoSAL,Friends of Notre Dame,Frontier,Five Star Life Arts,heARsight,PaceDrone,Netic Nails,Resenha/Sambinha Beverage Company,Environmentalists for Education (E4E)
Maria Bailey,"Manufacturing/Supply Chain, Commerce/Retail",Friends of Notre Dame,Junior Changemakers,Making the Shift,Netic Nails,Resenha/Sambinha Beverage Company,Samaritan,SeekSmart,Small Animal Coffee House,Smart Foods,"The Wholesome Package, LLC"
Ryan Mitchell,"Manufacturing/Supply Chain, Drug Development, Medical Device/Diagnostics, B2B Digital/SaaS, B2C Digital/Apps, Energy/Defense/Environmental",BeautyAround,Lagom,BioMarq,Monti,Mortgage Backed Blockchain Staking,MPA for Retail Systems,TeacherTime Call Coverage,Nautilus,qibri,Wend
James Pink,"Manufacturing/Supply Chain, Drug Development, Medical Device/Diagnostics, Energy/Defense/Environmental, Advanced Materials",Duniven Dental - Making Improved Dental Instruments,HexBR,Environmentalists for Education (E4E),SpoRx Therapeutics Inc.,Mens et Manus,Phone Panel Plus,NeuroBell,Shining Innovation LLC,Bridging the Gap for Women - Level Up with the Entrepreneur Residency ,Van Heron Labs
Marty Curran,"Manufacturing/Supply Chain, Energy/Defense/Environmental, Medical Device/Diagnostics",Duniven Dental - Making Improved Dental Instruments,iMD Device (Incision Manipulation Deterrent Device),Luonnon,Phone Panel Plus,NeuroBell,Shining Innovation LLC,sensitv,United Workers Government and Organizations News (UWGBO News),G-Dustbin,thecarelink
John Bevan Annaloro,Medical Device/Diagnostics,BioMarq,HexBR,iMD Device (Incision Manipulation Deterrent Device),Luonnon,NeuroBell,sensitv,thecarelink
Jason Sloan,Medical Device/Diagnostics,BioMarq,Duniven Dental - Making Improved Dental Instruments,HexBR,NeuroBell,sensitv,thecarelink
Larry Mastrovich,Medical Device/Diagnostics,Duniven Dental - Making Improved Dental Instruments,histoimage,iMD Device (Incision Manipulation Deterrent Device),Luonnon,NeuroBell,sensitv,thecarelink
Dom Gatto,Medical Device/Diagnostics,histoimage,iMD Device (Incision Manipulation Deterrent Device),Luonnon,NeuroBell,sensitv,thecarelink
James Kelly,Medical Device/Diagnostics,iMD Device (Incision Manipulation Deterrent Device),Luonnon,NeuroBell,sensitv,thecarelink
Craig Chval,"Medical Device/Diagnostics, B2C Digital/Apps, B2B Digital/SaaS, Agriculture, Commerce/Retail",BeautyAround,coffee + good,Finbud,Gehr Co.,Bedrock Oyster,A Gluten Free Cottage Bakery ,Back in the Bend,Chameleon Foods,Maia,Cleva
Ruben Moreno,"Medical Device/Diagnostics, Commerce/Retail",Chopan - Sourdough Bakery,Jetta’s sweet & salty kettle corn ,HexBR,Netic Nails,iMD Device (Incision Manipulation Deterrent Device),Resenha/Sambinha Beverage Company,Samaritan,Luonnon,SeekSmart,Small Animal Coffee House
Pat Lemieux,"Medical Device/Diagnostics, Drug Development",Duniven Dental - Making Improved Dental Instruments,SpoRx Therapeutics Inc.,Luonnon,NeuroBell,Van Heron Labs,sensitv,thecarelink
Joe Shonkwiler,"Medical Device/Diagnostics, Drug Development, B2B Digital/SaaS, B2C Digital/Apps",Cobolic,GuidED,Lagom,BioMarq,QuoteNote,Rydr,MYND,The People's Data Project,The Working Life,Nautilus
Khoa Huynh,"Medical Device/Diagnostics, Drug Development, B2C Physical Products, Commerce/Retail",Back in the Bend,Bike Basics,Call Me King Shoes,Desi,Ezza Market ,Frontier,BioMarq,Five Star Life Arts,Legacy LLC,PaceDrone
Steve Asiala,"Medical Device/Diagnostics, Drug Development, Energy/Defense/Environmental, Commerce/Retail, Advanced Materials, B2C Physical Products, B2C Digital/Apps",CutCapture,Call Me King Shoes,Minerva,MyStory,Ezza Market ,Nora+,Period.,Steed,Stroll Care,The People's Data Project
Ted Kubala,"Medical Device/Diagnostics, Manufacturing/Supply Chain, Advanced Materials, Energy/Defense/Environmental, B2B Digital/SaaS",GuidED,Monti,MoVE Office Automation,MYND,Nautilus,qibri,histoimage,StudyPort,iMD Device (Incision Manipulation Deterrent Device),Mens et Manus
John Gaither,"Medical Device/Diagnostics, Manufacturing/Supply Chain, B2B Digital/SaaS, Drug Development",Lagom,Duniven Dental - Making Improved Dental Instruments,MoVE Office Automation,qibri,histoimage,iMD Device (Incision Manipulation Deterrent Device),TD3 Innovative Gaming,SpoRx Therapeutics Inc.,Luonnon,TipOff
Julie Moylan,"Medical Device/Diagnostics, Manufacturing/Supply Chain, B2C Physical Products, Drug Development, Energy/Defense/Environmental",BioMarq,General Debauchery ,LOOMING,PaceDrone,histoimage,SpoRx Therapeutics Inc.,JAM Solar,The Vitalist,Mens et Manus,VibeGrips
